scenario_id,flow,previous_audit_status,current_verified_status,closure_status,source_evidence,test_evidence,postgres_evidence,browser_evidence,remaining_gap,finding_id,notes
"H-025","CANCEL","PENDING_PR","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Cancel emits outbox in PR #135"
"H-026","CANCEL","CONTRACT_ONLY","REGRESSION_ONLY","DEFERRED_P2_P3","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-FU-CANCEL-COMMS","Cancel notification"
"H-027","CANCEL","NOT_IMPLEMENTED","REGRESSION_ONLY","DEFERRED_P2_P3","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-FU-CANCEL-COMMS","Cancel revokes chat"
"H-028","CANCEL","CONTRACT_ONLY","REGRESSION_ONLY","DEFERRED_P2_P3","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-FU-CANCEL-COMMS","Cancel realtime invalidation"
"H-029","CANCEL","MAIN_PARTIAL","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Cancel card projection/tombstone"
"H-030","CANCEL","NOT_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Cancel activity history entry"
"H-031","CANCEL","NOT_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; apps/api/src/games/game-routes.ts","game-repository.test.ts; game-routes.test.ts; GamesPage.test.tsx","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Cancel reconciliation/manual intervention"
"I-001","RESULT","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Automatic game start"
"I-002","RESULT","NOT_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Manual game start"
"I-003","RESULT","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Automatic game finish"
"I-004","RESULT","NOT_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Manual game finish"
"I-005","RESULT","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Form teams in lk2"
"I-006","RESULT","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Change teams in lk2"
"I-007","RESULT","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Submit valid four-player result"
"I-008","RESULT","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Submit result by nonparticipant"
"I-009","RESULT","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Submit result before finish"
"I-010","RESULT","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Submit after 48h window"
"I-011","RESULT","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Submit roster mismatch"
"I-012","RESULT","MAIN_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Duplicate result submit same key"
"I-013","RESULT","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Confirm result by another participant"
"I-014","RESULT","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Author confirms own result"
"I-015","RESULT","MAIN_PARTIAL","VERIFIED_SOURCE","CLOSED_MAIN","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Concurrent confirmations"
"I-016","RESULT","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Dispute result"
"I-017","RESULT","NOT_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Correct/edit result"
"I-018","RESULT","NOT_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Revert/void confirmed result"
"I-019","RESULT","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Confirmed result card projection"
"I-020","RESULT","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Confirmed result activity history"
"I-021","RESULT","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Confirmed result player set facts"
"I-022","RESULT","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","CUP rating apply consumer disabled"
"I-023","RESULT","MAIN_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","CUP rating duplicate response"
"I-024","RESULT","MAIN_PARTIAL","VERIFIED_SOURCE","CLOSED_MAIN","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","CUP rating ambiguous timeout reconcile"
"I-025","RESULT","MAIN_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Duplicate confirmed event to local projector"
"I-026","RESULT","FEATURE_GATED","VERIFIED_SOURCE","CLOSED_MAIN","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Leave after start/result"
"I-027","RESULT","NOT_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Cancel after rating mutation"
"I-028","RESULT","MAIN_PARTIAL","VERIFIED_SOURCE","CLOSED_MAIN","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Recommendations consume updated history"
"I-029","RESULT","MAIN_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Games result repository unavailable"
"J-001","CHAT","FEATURE_GATED","REGRESSION_ONLY","DEFERRED_P2_P3","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-FU-COMMS","Active participant lazily creates game chat"
"J-002","CHAT","MAIN_IMPLEMENTED","REGRESSION_ONLY","DEFERRED_P2_P3","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-FU-COMMS","Waitlisted user opens chat"
"J-003","CHAT","MAIN_IMPLEMENTED","REGRESSION_ONLY","DEFERRED_P2_P3","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-FU-COMMS","Reserved user opens chat"
"J-004","CHAT","FEATURE_GATED","REGRESSION_ONLY","DEFERRED_P2_P3","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-FU-COMMS","Active participant lists game chat"
"J-005","CHAT","FEATURE_GATED","REGRESSION_ONLY","DEFERRED_P2_P3","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-FU-COMMS","Send game chat message over HTTP"
"J-006","CHAT","MAIN_PARTIAL","REGRESSION_ONLY","DEFERRED_P2_P3","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-FU-COMMS","Duplicate message same idempotency in main"
"J-007","CHAT","MAIN_PARTIAL","REGRESSION_ONLY","DEFERRED_P2_P3","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-FU-COMMS","Cross-conversation clientMessageId collision main"
"J-008","CHAT","PENDING_PR","REGRESSION_ONLY","DEFERRED_P2_P3","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-FU-COMMS","Concurrent message idempotency PR #137"
"J-009","CHAT","MAIN_PARTIAL","REGRESSION_ONLY","DEFERRED_P2_P3","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-FU-COMMS","GAME realtime connect main"
"J-010","CHAT","PENDING_PR","REGRESSION_ONLY","DEFERRED_P2_P3","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-FU-COMMS","GAME realtime subscribe/fanout PR #137"
"J-011","CHAT","PENDING_PR","REGRESSION_ONLY","DEFERRED_P2_P3","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-FU-COMMS","Reconnect and catch up PR #137"
"J-012","CHAT","MAIN_IMPLEMENTED","REGRESSION_ONLY","DEFERRED_P2_P3","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-FU-COMMS","Leave revokes send/list access"
"J-013","CHAT","MAIN_PARTIAL","REGRESSION_ONLY","DEFERRED_P2_P3","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-FU-COMMS","Cancel revokes chat access"
"J-014","CHAT","LEGACY_ACTIVE","REGRESSION_ONLY","DEFERRED_P2_P3","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-FU-COMMS","Admin sends legacy Mongo game chat"
"J-015","CHAT","MAIN_IMPLEMENTED","REGRESSION_ONLY","DEFERRED_P2_P3","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-FU-COMMS","Messaging store unavailable"
"J-016","CHAT","MAIN_IMPLEMENTED","REGRESSION_ONLY","DEFERRED_P2_P3","Current source inspected; domain behavior intentionally unchanged in this wave","Existing regression suite; Local post-merge gate complete; exact-head CI pending","NOT_APPLICABLE_OR_NOT_RUN","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","See follow-up-findings.md","GL-FU-COMMS","Contextual Game messaging disabled"
"K-001","RECOVERY","MAIN_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; packages/database/src/game-roster-repository.ts; apps/worker/src/game-lifecycle-process-manager.ts","game-create-recovery-postgres.test.ts; game-lifecycle-process-manager.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Duplicate local roster command same payload"
"K-002","RECOVERY","MAIN_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; packages/database/src/game-roster-repository.ts; apps/worker/src/game-lifecycle-process-manager.ts","game-create-recovery-postgres.test.ts; game-lifecycle-process-manager.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Reused local roster key different payload"
"K-003","RECOVERY","MAIN_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; packages/database/src/game-roster-repository.ts; apps/worker/src/game-lifecycle-process-manager.ts","game-create-recovery-postgres.test.ts; game-lifecycle-process-manager.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Lost HTTP response after local commit"
"K-004","RECOVERY","MAIN_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; packages/database/src/game-roster-repository.ts; apps/worker/src/game-lifecycle-process-manager.ts","game-create-recovery-postgres.test.ts; game-lifecycle-process-manager.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Stale expected revision"
"K-005","RECOVERY","MAIN_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; packages/database/src/game-roster-repository.ts; apps/worker/src/game-lifecycle-process-manager.ts","game-create-recovery-postgres.test.ts; game-lifecycle-process-manager.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Same-user concurrent roster commands"
"K-006","RECOVERY","MAIN_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; packages/database/src/game-roster-repository.ts; apps/worker/src/game-lifecycle-process-manager.ts","game-create-recovery-postgres.test.ts; game-lifecycle-process-manager.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Different-user last-seat race"
"K-007","RECOVERY","MAIN_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; packages/database/src/game-roster-repository.ts; apps/worker/src/game-lifecycle-process-manager.ts","game-create-recovery-postgres.test.ts; game-lifecycle-process-manager.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Transaction rollback before commit"
"K-008","RECOVERY","MAIN_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; packages/database/src/game-roster-repository.ts; apps/worker/src/game-lifecycle-process-manager.ts","game-create-recovery-postgres.test.ts; game-lifecycle-process-manager.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Process crash after commit before response"
"K-009","RECOVERY","MAIN_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; packages/database/src/game-roster-repository.ts; apps/worker/src/game-lifecycle-process-manager.ts","game-create-recovery-postgres.test.ts; game-lifecycle-process-manager.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Outbox publish lease/retry"
"K-010","RECOVERY","MAIN_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; packages/database/src/game-roster-repository.ts; apps/worker/src/game-lifecycle-process-manager.ts","game-create-recovery-postgres.test.ts; game-lifecycle-process-manager.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Duplicate game event delivery"
"K-011","RECOVERY","MAIN_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; packages/database/src/game-roster-repository.ts; apps/worker/src/game-lifecycle-process-manager.ts","game-create-recovery-postgres.test.ts; game-lifecycle-process-manager.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Card projector delivery limit/DLX"
"K-012","RECOVERY","MAIN_IMPLEMENTED","VERIFIED_SOURCE","CLOSED_MAIN","packages/database/src/game-repository.ts; packages/database/src/game-roster-repository.ts; apps/worker/src/game-lifecycle-process-manager.ts","game-create-recovery-postgres.test.ts; game-lifecycle-process-manager.test.ts","Partial physical PG16 evidence in game-create-recovery-postgres.test.ts; see postgres-evidence.md","PARTIAL_REAL_BROWSER_EVIDENCE; full two-user waitlist browser gap remains","Exact-head CI pending; browser create-cancel and two-tab recovery frozen","","Lifecycle command lease recovery"
